Citation,Parent Statute,Document Description,File,Entity Empowered,Triggering Event,Describe Health Emergency,Powers Invoked,State Trigger,Location,Military Involvement (Federal),Document Type,Funding Stream?,Funding Stream Description,Waiver Authority,"Regulations and Statutes: Relevant Chapter, Section or Article",Scenarios Matrix,Preliminary Screening,Source,Chapter,Date Originally Published (from File),Date Last Updated (from File),PDF (from File),Note,url (from File),Plans & Strategies
42 U.S. Code § 247b,Targeted liability protections for pandemic and epidemic products and security countermeasures,"This section outlines the actions that may be taken after the declaration of a Public Health Emergency by the Secretary. After such a declaration, the Secretary may require the manufacture, development, testing, distribution, administration, and use of medical countermeasures (MCM). The Secretary must describe the following in the declaration: (A) threats to health for which the MCM may be used, (B) period of time in which the declaration is in effect, (C) Population(s) for which the administration and/or use of MCM is applied, (D) geographic areas for which the declaration is in effect, and (E) specifications for distributing and obtaining the MCM. Importantly, there is a provision related to the Strategic National Stockpile (SNS), which requires that, if the MCM is included in the Secretary's declaration, the declaration shall include a period when the MCM is administered or used with respect to distribution and/or release from the SNS. ",Targeted liability protections for pandemic and epidemic products and security countermeasures,Department of Health and Human Services,Health Emergency,"If the Secretary determines after consultation with health officials that: ""(1) a disease or disorder presents a public health emergency; or (2) (2)a public health emergency, including significant outbreaks of infectious diseases or bioterrorist attacks, otherwise exists,"" then a public health emergency may be declared under the PHSA.","Defense Production Act,Provision of Supplies",Not applicable,Both,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,PREP Act,,12/30/2005,3/27/2020,USCODE-2022-title42-chap6A-subchapII-partB-sec247d-6d.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/QhHKJP-XzljW0--kN4EWlQ/S1Bxd0nw0ANyPuG-ZTfAKFgOE26zwXtMmUyFK95gE9LeI9-r2KPhnB6ROLwUhiHLHJxm72DzImR_o9i3N7JrfRh39Rj2Q0gL2wiqKIfj9CYqVapoKgrGRaQD_VYf_9H2187JJRyIjhHyJcFicUssdtc6hI9oecp8qYLyGqyrrWP7MZ_D1m4YD5GFdAmxV0ojOpT06frATDnkBCm95uq7ww/pXk-X59IWlb7gxQw8a21wBg_I2EbT1QyZ70hqE9ZaKc),,https://www.govinfo.gov/content/pkg/USCODE-2022-title42/pdf/USCODE-2022-title42-chap6A-subchapII-partB-sec247d-6d.pdf,
47 C.F.R. § 0.381-387,Telecommunication - Federal Communications Commission ,Internet Openness - Delegations of Authority - National Security and Emergency Preparedness Delegations,47 C.F.R. § 0.381-387,Federal Communications Commission,"Natural Disaster,Health Emergency,Act of War,Terrorism",An emergency must be declared by the Chief of Public Safety ,"Emergency Declaration,Communications",No,Domestic,No,Regulation,No,,No,"* 47 C.F.R. §0.387 Other national security and emergency preparedness delega- tions; cross reference - delegates authority to declare a temporary communications emergency to the Chief of Public Safety and Homeland Security Bureau
","Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,eCFR,,11/29/2006,1/3/2017,CFR-2011-title47-vol1-sec0-381.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/s5tHkyFFLnuOf1n271E6gA/GC9IfzXhTkUWBjntHTmLEer0ctOhSpynx2MFP33axSkGcVOB9KFbk8insHd5P66zPLD9RQ4UsQe6StO0mlS7KchQaWGT14vDaUXYV_FIBniZK61v04Zy5El8yktFmjTHkiX67K9K-cKMxXY4tWnmvJ889vNcGvpBrl7BRYkB9Bx5Q-roBsFbjLDbXXvoFWXz/6eDVjwO8p1Fkv6Yr4Jzgb_9AUqRUHEQktKM4INXLx14),,https://www.govinfo.gov/content/pkg/CFR-2011-title47-vol1/pdf/CFR-2011-title47-vol1-sec0-381.pdf,
48 U.S.C. § 1469a(d),Territories and Insular Possessions,"This document includes laws regarding US territories and their governmental structure, outlining their rights. ",USC Title 48 ,Department of the Interior,No triggering event - Capacity Building,N/A,Executive Power(s) over states,No,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",,FEMA DOLR,3,3/12/1980,10/5/1984,USCODE-2009-title48-chap10-sec1469a.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/70BFRZYfo5KWhs4PTcYMEA/ym9Zd425O62Fh_h6antU5hLn7O-vIrsSFhYh4MXjOH7IGwKMz2ZlOg-BPq0ci1HoUukvP7-HVqZnTPZ0MKJv0pE9t6VANU3N5XnPJzvY23i8-1JwM_pbMBGy4BRO2_I3lU6MEvrLlkgjtxeY-Mf-2xUcSh-UylN63HO0FSqkuz_wTNDkUSwfbudJpYlpO9jA/83dP10DPk42O0eyb8C_CKzi_fE3vbBUi7B-Oa4_QFqE),,https://www.govinfo.gov/content/pkg/USCODE-2009-title48/pdf/USCODE-2009-title48-chap10-sec1469a.pdf,
44 C.F.R. §§ 206.31 – 206.67,The Declaration Process and Emergency Assistance ,"This section describes the process for requesting Presidential emergency declarations. It outlines preliminary damage assessment, procedures for requesting DOD resources, and procedures for Governors to request emergency declarations. It describes how FEMA processes declaration requests and how affected states are notified. It also covers federal cost-share arrangements. ", Federal Disaster Assistance,"Federal Emergency Management Agency,POTUS or Executive Office of the President of the United States","Natural Disaster,Health Emergency","An ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations.",Emergency Declaration,Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,5,3/21/1989,10/1/2023,CFR-2023-title44-vol1-part206.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/2I735goGmizXpuVgHhgFxw/nHoqYKuXHB0vQZXVklZ1lh9TVUsf3FurmvubDd_xpk6TUsWzV6VWfsSQjDzHrEt4CGuNpweSf0_litbeWhFipaXNvKlFWiB3knuddX8H-PZmngu25GvKoHLiT2EF6BUf0EqXx9QOhF7Wsj9mX6miYw/GTSv5OP17Z7jmMrNtwYIGrtvrH1KqVOlv06gx_jvAs8),,https://www.govinfo.gov/app/details/CFR-2023-title44-vol1/CFR-2023-title44-vol1-part206,
6 U.S.C. §§ 101-1405,The Homeland Security Act,This act established DHS as an executive department with the primary mission of preventing terrorist attacks and minimizing associated damage.,Homeland Security Act,Department of Homeland Security,No triggering event - Capacity Building,N/A,"Strategies and General Preparedness Efforts,Military Readiness",No,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,5,11/25/2002,,hr_5005_enr.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/hHipSUGxAyMJtv8nn7amzA/LdGDLfZg4kfSfjLVJLppicwLwdd3ywH0UPNb4WFoL78VpSqQSmzL1nsbK64PXC4bhAJFr3wjFSmNTP9z06iBebp9yOgUQbRhIzMlE4K88bjAYY1QAqChXPqQajpHoLEeFVMAkewQggB38vToN-gn8w-cdd6RRplgKUxovVGNwHY/eBEASNMyIVodzalmaf1sj64GDs_BYacrK4LzdHz00zg),,https://www.dhs.gov/xlibrary/assets/hr_5005_enr.pdf,
42 U.S.C. § 5170b,The Pets Evacuation and Transportation Standards Act of 2006,"This act addresses emergency evacuation for pets and service animals, especially during natural disasters. FEMA is the major agency involved in this.",The Pets Evacuation and Transportation Standards Act of 2006,Federal Emergency Management Agency,Presidential Major Disaster Declaration,"An ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations.","Mission Assignment/Response Coordination,General Rules and Regulations",Yes,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,4,10/6/2006,,PLAW-109publ308.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/l0o1efbCn5u7cIRfwhzb-A/825gCM2rAY5y2eH-eKoto6CIA0uxSc0-pj6OyeYGbWCCLcwkztVJmxADOrWhuZ0tV_bHR3zzprfaC55XVpB0uV2e7JIIMBHBI_Ov9ZYkRbCS3RjQpekE22MGsCwQj7XpPAagNg0WDFgGLnXM5F53TIvoLYkgZMN7RD1gZEtRziw/E47z63FWgEt5A02TXmZdr0aGnIY5ZHvTEX5izQdGyhM),,https://www.congress.gov/109/plaws/publ308/PLAW-109publ308.pdf,
10 U.S.C. § 162 and 164 §§ 101(c); 331-335; 12301-12304; and 12406.,U.S.C. Title 10-Armed Forces,This title establishes the roles and responsibilities of the US Armed Forces in disaster relief operations. Main actors include POTUS and DOD. This title supports national defense and disaster relief.,Title 10 of United States Code (U.S.C.),"Department of Defense,Department of Defense - Department of the Army","Act of War,No triggering event - Capacity Building,Terrorism,Presidential Emergency Declarations,Presidential Major Disaster Declaration,NEA Emergency Declaration","Under the Stafford Act, an ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations. The NEA does not define what an ""emergency"" is for the purposes of the Act. It is a qualitative judgment left to the President.","""Troop, Uniformed Service, or National Guard Deployment""",When Stafford is trigger,Both,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,4,8/10/1956,1/7/2011,CPRT-112HPRT67344.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/Xe6tNlDqcuvKsNz_sOj10g/qdVPH_V8WH7WiEiEs9Z_PN98LobSmGU-LL8IKOLT2LDEHwMscwd1pVEm5BkAjO1o6Fsov4OPLbx0tmhjcPFHyoA4RFNlRhy7WK0IzGEuz2hJmUExWcbTp_BXaSuwoLD-Fc42nNM3SIFHRnUFUYRUhz4dNL43R1XNV4jNCLb8yns/XQo76GlVhjz1LPswssvnsoiiAcf2MvKHCM0KApxmh7A),,https://www.govinfo.gov/content/pkg/CPRT-112HPRT67344/pdf/CPRT-112HPRT67344.pdf,
"32 U.S.C 325, 502, 901-904",U.S.C. Title 32-National Guard,This title outlines the training and organization of the National Guard. It specifies state and federal implementations of the National Guard in response to emergencies and upholding laws.,USC Title 32,"Department of Defense,Department of Defense - Department of the Army,Department of Homeland Security,Federal Emergency Management Agency","Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building","An ""emergency"" is any occasion where the president deems that federal assistance is necessary to supplement State and local efforts and capabilities to protect public health and safety. A ""major disaster"" is a natural catastrophe which ""causes damage of sufficient severity and magnitude to warrant major disaster assistance....,"" as further articulated by the regulations.","""Troop, Uniformed Service, or National Guard Deployment""",Yes,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,4,8/10/1956,,USCODE-2011-title32.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/OBkBvGvc2sxbwhyc3NPxCQ/zin4gfGqLNmGkAFujEK1pqbe0D1qoJSNtPYI0bPZ3BFCOEaHEe00d1lT7cERc57OQvbTmz700N5Cz7GSP_se0nLMnQVyVAT3NDCCM1xD0AzoUfA6S6Fj5bjZt9iR5v_8j14iSS6te8eME-T2lBtbb1MZe2NRoLR515QUwF_jmK4/lRY_ejVw966sD_QKc3OPuAs9GCaWxeNcnlIoYLapom4),,https://www.govinfo.gov/content/pkg/USCODE-2011-title32/pdf/USCODE-2011-title32.pdf,
2 C.F.R. § 200,Uniform Administrative Requirements for Grants and Cooperative Agreements to State and Local Governments,"This document establishes uniform requirements, cost principles, and audit requirements for the application of federal awards to non-federal entities. ","""Uniform Administrative Requirements
for Grants and Cooperative Agreements to State and Local Governments""",Broadly applies to any relevant federal agency,No triggering event - Capacity Building,N/A,"Grant Programs or Appropriations (not to states),Government Contracts",Not applicable,Both,Yes - Subject to Posse Comitatus,Regulation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,5,9/11/2014,,CFR-2024-title2-vol1-part200.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/Emh13JEjsomk2QkXNSPaFQ/1H93z79DxsFREtDzyezigD37yWc21Rx7QZ9bSQKDBpbaPLlnNbGqpigIcPcwqw4WSEtuuqjiKmz5iNs7SVpP_0sibLbnkrQ2cqOlIsN2qQU_L-YyMoBPbox_QoTtqvjeilw22OhJsU2XxAH3rlTLvw/3ei2RlTi2s-7BvIibx3RCPRQRU7AcuZnxHZNwDLgE-U),unclear date of enactement/last update,https://www.govinfo.gov/app/collection/cfr/2024 ,
2 C.F.R. § 215,"Uniform Administrative Requirements for Grants and Cooperative Agreements with Institutions of Higher Learning, Hospitals, and Other Non-Profit Organizations","This document establishes uniform requirements for federal grants towards institutions of higher education, hospitals, and non-profits. ","""Uniform Administrative Requirements for Grants and Cooperative Agreements with Institutions of Higher Learning, Hospitals, and Other Non-Profit Organizations""",Broadly applies to any relevant federal agency,No triggering event - Capacity Building,N/A,"Grant Programs or Appropriations (not to states),Government Contracts",Not applicable,Domestic,Unclear,Regulation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,5,,1/1/2013,CFR-2013-title2-vol1-part215.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/o2d89Fw4-1r8MfT4ti8ulQ/XHsBlykWKpGZJV7u1ZfG7VW2V9iRXWRrWvxKu-d3JDN3VUFFjku-pr3KG-omvxFYPaqROmQmojkuspMjZEiJEwTvJ0HdsvioH3-V-O0vc1VHDLdTPczgGogwuh0zsvDEU4qb93E6kKZ9b7rdWamS3A/dpRFiEO1hL-zlyKaA_3zlwh4C4md5B9uRTc9T8DbsXI),"unclear date of enactment
",https://www.govinfo.gov/app/details/CFR-2012-title2-vol1/CFR-2012-title2-vol1-part215,
2 C.F.R. § 3002,"Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards","This document establishes uniform requirements, cost principles, and audit requirements for federal awards from the DHS. ","""Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance)""",Broadly applies to any relevant federal agency,No triggering event - Capacity Building,N/A,"Grant Programs or Appropriations (not to states),Financial Assistance to states or Tribal Nations,Government Contracts",Not applicable,Domestic,Yes - Subject to Posse Comitatus,Regulation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,5,12/26/2014,,CFR-2024-title2-vol1-part3002.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/eYM2g8_qbpsZeE_GMKdHpA/MJHz3BKseNOQruhlZY1u4SOl1FpUjQwHhaGf3tlxcLqidYckLKSuAawFAASLBnBruzzn0mOmW33GFt-cIq15kbYPHZeqbNCwToziT51h26Tw7GQxNPnrqsAFTAmIL--kIjtjQqdQV-Uiz0o4rpkJyA/o183fLafmRxJng_RlP5qr4Rg9MeSbmijakfYdk28AqU),,https://www.ecfr.gov/current/title-2/part-3002,
31 U.S.C. § 1301(a);,US Code Title 31,"US Code Title 31, enacted in 1874, outlines the role of the money and finance in the United States Code. The main actors include Congress, federal agencies, and the Treasury Department, who collectively oversee budgetary processes, financial management, and the regulation of government expenditures. The code is intended to ensure transparency, accountability, and sound financial management within the federal government.",US Code Title 31,Department of the Treasury,No triggering event - Capacity Building,N/A,General Rules and Regulations,Not applicable,Domestic,No,Legislation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,2,9/13/1982,,USCODE-2011-title31.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/kKFd8YPpAfrDvOnj5Od-ag/rRqBP0DW0ggXm03v266VjpzaZQGUlCfv_Xa5x7f4cOP24GNWIMYgD1NNwTGAcSzh3uKnFWBRQCQG1zuPM1AvvQibVj6A6k7Ln8LrfwMfQSabuAFawoC5hYbtoW24IXsDZQm1GhfEZh_GhdhgipD1iHsz2sfW6M97_3LDYjYolfA/pOdLjXNT-z_36MX8Cc49EPa2Z2NvRuAhevcCAo9hiF8),"US code is updated every 6 years, unclear when this specific law was last modified; DOLR references 31 U.S.C. § 1301(a);

1341; 1342;1517",https://www.govinfo.gov/content/pkg/USCODE-2011-title31/pdf/USCODE-2011-title31.pdf,
18 U.S.C. §1385 ,Use of Army and Air Force as posse comitatus ,"The Posse Comitatus Act restricts the use of the army for civilian affairs and limits military action in law enforcement unless directed by Congress, POTUS, or the Constitution.",18 U.S.C. §1385 ,"Department of Defense,Department of Defense - Department of the Army","Act of War,No triggering event - Capacity Building,Presidential Emergency Declarations",N/A,"""Troop, Uniformed Service, or National Guard Deployment""",Not applicable,Domestic,Yes - Subject to Posse Comitatus,Legislation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,FEMA DOLR,4,8/10/1956,1/3/2012,18 USC 1385.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/_rt041xmc8s4I18lTfu6jw/hfFrbNan_WN0_0E3_m3OG7yFo86SmQjiYRtMXXZzx6AMerJawv9vrEpWA333GG6KefpU4GhAQ-0Ne1oOM2hxgm3nZJ0v2duMr6zYB5JVVGzRKf_hEZFC3Bxh4Vjyrqi_8FXQhNN7ihnwLlAAtUFem3sZkBPnZ9RqycVO2IHoPUk/1M_Wg1KwSUhJsFv-J0Lm8thmjhKpR_4IUueNZxPoB_I),,https://policy.defense.gov/portals/11/Documents/hdasa/references/18%20USC%201385.pdf,
38 U.S.C. § 1785,Veteran's Benefits,"Care and Services during certain disasters and emergencies - provides the VA with authorities to ""furnish hospital care and medical services to individuals responding to, involved in, or otherwise affected by that disaster or emergency.""; authority to regulate vested in Secretary of Veterans Affairs",38 U.S.C. 1785,Department of Veterans Affairs,"PHSA Emergency Declaration,Presidential Major Disaster Declaration,Presidential Emergency Declarations",Covered disasters and emergencies include: (1) major disasters and emergencies under the Stafford Act; (2) disasters or emergencies in which the NDMS is activated by the Secretary of HHS,Provision of Medical Care,Not applicable,Domestic,Unclear,Legislation,No,,No,,"Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,U.S. Code,,11/7/2002,10/13/2010,USCODE-2022-title38-partII-chap17-subchapVIII-sec1785.pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/vKLJK5HWLdEykMK6epD_ow/nw1-w_0ISrX_iJ0tulKhydNkjsCK2YLU58cENht_sMCE31odyE1W1r8MZ5C_PQYEKhxOd1pR0EHmceHWMbZ2bs3wcMvoMWjTJ9drA5lhoGRgYrg_EakDSVAnGK3xOrhgvH4HDEEjBEvRKZhhE3BKQqY1IuGW_IsNwZSZUHjRVWdYeIeTVefEWGaOJ27WfB1uuttni_fsnsCh1Y2Pynrk7Q/me7Ke3xrTi_ASzFeGUgzV4eSgQ3DZo-ShQS9hOIZv54),,https://www.govinfo.gov/content/pkg/USCODE-2022-title38/pdf/USCODE-2022-title38-partII-chap17-subchapVIII-sec1785.pdf,
38 C.F.R. § 17.51,Veteran's Benefits ,"Emergency use of Department of Defense, Public Health Service, or other Federal Hospitals - limited to emergency circumstances if they do not have beds allocated to veterans",38 CFR 17.51 ,Department of Veterans Affairs,Health Emergency,"Veterans are only allowed to use beds allocated to other facilities if there is an emergency. The type of emergency  is not specified but likely follows 38 U.S.C. 1725(f)(1) (like other regulations in this section), which requires: (A) when department or other Federal facilities are not feasibly available beforehand and attempts to use them would not have been reasonable; and (2) when care or services are rendered in a ""medical emergency of such nature that a prudent layperson reasonably expects that a delay in seeking immediate treatment would be hazardous to life or health."" ",Provision of Medical Care,Not applicable,Domestic,Yes - Subject to Posse Comitatus,Regulation,No,,No,,"Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 3d",Include,eCFR,,5/13/1996,1/3/2017,38 CFR 17.51 (up to date as of 8-23-2024).pdf (https://v5.airtableusercontent.com/v3/u/34/34/1730563200000/P4rIsrcaXpjmofMtpF1lxA/oGpThLgFyXeIhk9nAyl8m6_6HINc-q9gj3uSMQMHyWP6egYoXR3jK22U2bYxjQWd1zGl62zhASDVw413QqmsOmNnJNJXo-C95yV1EX2G0yPl22osQhtPBit-QPglkbtY2caVmWttt86KSpU4jcaT0m7HJE8c4Txl1tO5q3-B6s0E1GsktzG1v-dOUZAMaxXV/qPvcY9VLJAMxk6Qm_BbCFAO99RBE36u40SrCMYad2W0),,https://www.ecfr.gov/current/title-38/chapter-I/part-17/subject-group-ECFReb9fa2b9cb55322/section-17.51,
